id,text,polarization,language
urd_7671702ada4402ca12ca4aed4cff1ed1,لیاقت آباد کراچی میں پیپلزپارٹی کے کامیاب ترین تاریخی جلسے کی تمام جیالوں بالخصوص کراچی کے جیالوں کو بہت بہت مبارک! Love you #KarachiBhuttoKa,1,urd
ita_6fb2a4eb91437ffe7501da5586e90b47,Piano #migranti #MarcoMinniti: presto vertice a #Roma per creare centri di controllo in Africa  @URL,0,ita
fas_6379d5733d59a4642643fc1af0336db3,نمیدونم چرا یه سری از سیاست مداران در قرن ۲۱ از هر چه نظر سنجی و رفراندوم بیزارن🤔,1,fas
nep_a12c15b30bc73cdbd36b73a9f3c7c929,त्यसैले हतारिएर जातीय प्रदेशमा होमिनु पहिले भोलिको जातीय प्रदेशमा जनसङ्ख्याको यस्तो संरचनाले ल्याउने जटिलता के के हुनसक्छन् भन्ने सोचेर निर्णय गर्नुपर्दछ।,1,nep
hin_18effc843400c19dd69d7f8faa050ed9,RSS हटाव देश बचाव: देशद्रोही मोहन भागवत से सावधान। #RSS_आतंकवादी_संघटन_है,1,hin
ita_62fe5a1857289542df8b849afe7b0238,"Che se rinasci in questa Italia europeizzata sei fottuto, in coda a immigrati sempre, cominciando dall'asilo⛔️ poi la casa⛔️ poi il lavoro⛔️",0,ita
arb_36f59b0ed610b43e9722e7082b6168a2,يال العار تريدون تغير العلاقات بين الرجل والمرأة ثكلنكم امكم اين حقوق الإنسان والحريات للشعب الفلسطيني كفا تظليل Free Palestine,1,arb
tur_c7fbd105bef5cb7b8075e0a8cc368cdd,"CHP ve seçmeni dünden beri ""sözlük"" karıştırıyordur. Belki rüku dediğimizi bir para birimi zannediyorlardır.#CHPYalanları",1,tur
zho_1fa33db15c716fc40b8dec2d3645d84e,时间2018。3月4日。辅助闪现帮我当女警大，自己死了。,0,zho
spa_8fa14d7c6fa38c23576602c58e0cb087,el cinismo de las feminazis,1,spa
hin_9bb74071e55371c615bd84a11e53caf0,मराठी मानुष छोड़कर 🙄 हिंदुत्व की सेवा करने जा रहे हैं ???🤔🤗🤭,1,hin
fas_a1ffc2a69d4b90728ab64e7c697b1b2a,ایشالا که هرروز ده دقیقه‌ای کارو جمع میکنی دیگه وگرنه باید به فکر مهاجرت به یه سیاره دیگه باشیم,0,fas
urd_5b053d318b6bded6057982adf3c4a186,مذہبی منافرت اور فرقہ واریت پاکستان کے دو ایسے مسائل ہیں جن کے باعث اس ملک نے بے انتہا خون دیکھا ہے۔ #PTV_RIP  #فسادی_ٹی_وی,0,urd
hau_9387e336b80597e5af8a66e594baa873,@USER ba karya dai,0,hau
amh_9f864354ca036a2bdef3887e3ca8a63f,ኃያል ነህ አንተ ሀያል ደጉ መላእክ ገብርኤል ይውደቅ ይሸነፍ ጠላት አንተ ተራዳን በእምነት,0,amh
fas_8df0e3a545e6fc3c03dcb57a4e00105f,اخه قرار مهاجرت کنه و بیشتر از هم دور شیم,0,fas
eng_cdf6b1808064b7e742f1936ae5e30411,Larimer to Operate New Landfill Without Republic Services,0,eng
arb_da59913094354cb8fd7335a581e7d868,بارك الله فيكم ياابطال والله يلعنكم ياابوها وزوجته ولكم طفلة حرام عليكم,1,arb
hau_c5b191c6803b279581e349f49bfbba02,@USER sabida gaka dan bariki,0,hau
spa_14ca4311d7a4fb6588dc3ffabb987ab9,son - chinaindiabrasil,0,spa
arb_7acf4f0d7f67d634f3b848cf1a4669fb,"كانت لها أهمية لما كانت المنتخبات الخليجية لا تنافس قاريا...

",0,arb
amh_ff21085de6a98d5860f0aff3a9c7d9fb,መንግስት በህውሓት ላይ እየወሰደ ያለው እርምጃ የዘገየ ቢሆንም እጅግ ጥሩ ውሳኔ ነው። መንግስት ሆይ በርትተህ ህውሓትን አጥቃ። #Ethiopia #AbiyAhmedAli #TPLF,1,amh
arb_e2d6205ca8ddb2cf6207447a197c03ef,"مصادر لـ""الشرق"": صندوق النقد الدولي يطالب #مصر بتوحيد أسعار فائدة القروض، وإلغاء كل المبادرات ذات الفائدة المنخفضة",0,arb
arb_cdc8f82dcff9a2a5ea31d76f5ad1d2b5, طب ال?? جنيه دى انتوا هتاخدوها على اساس ايه يا معتز من فضلك,0,arb
urd_66a73dcf6ae53e49e7c6a7733042041e,گھگھو آج پھر رونے والا ہے ۔۔ سائفر والی بکواس پھر سے شروع #گھگھوُ_رو_پیا,1,urd
fas_5b361ae9c15fcbbeffe37ead63ba6a7c,آلت مبارک شهید پورن استار جورج فلوید تو دهن مسبب گشت ارشاد,1,fas
urd_5f412c6ea1cc1bfd398f13f75f58f412,رمضان المبارک، یوم آزادی، عیدالاضحی اور پھر یوم دفاع ایک ساتھ۔۔۔۔۔۔ دیسی لبرلز کے یہ چند ماہ کافی سخت گزرے,1,urd
spa_61a84629db3044ad8e1d211a15af2b58,"india , australia or england",0,spa
deu_00a18a4bc96df86c3ae95eefd1794b68,"Die NSdAP wollte die deutschen Juden zuerst nach Madagaskar deportieren. ""Endlösung"" erst ab 1942.",0,deu
spa_0a42c61d106a1afc2e1d5f3587b747eb,"tengo caldos maggi de pollo y unos dientes de leche de mi ex novio judio (no preguntes), sirven?",1,spa
amh_4611be7689c7c5858ccc18e4d546214a,@USER ይህ የአለማየሁ ገመዳ ውሻ ሚዲያ! ባንዳዎች ውሸታሞች ሰለሞን አሉላ ነው የነገራችሁ፡፡,1,amh
zho_b0956c0d0c03fa2a0bf2a0d4986c44c5,看教育背景，职业，来日十年，觉得东京人素质高，东京周边的都不行。,1,zho
amh_5bde8d7ccf4f0560a8ed16070f44dccc,@USER ተረኞችን እያጋላጠ ያለው ማነው?,0,amh
ita_b0511f1696d6edf92f0c7162d975c6b3,"Non sono poveri e non scappano dalla guerra né dalla fame, ecco perché i profughi vengono in Italia. - la VOCE del TRENTINO …",0,ita
deu_3789e7b6215071c6b03df514fc20f2bc,Danke Helfershelfer. Dein Putin.,0,deu
urd_5dc17cd1646a0b43126926af64e20ce4,اتوار کو جو بھی عدم اعتماد کو سپورٹ کرے گا وہ ملک کا غدار کہلایا جائے گا۔,1,urd
amh_16457ef9aff95ede2243e997e5086ac1,በዓብይ አህመድ አገዛዝ ፅንፈኛ እና አሸባሪ ተብለው የተፈረጁት ሞትን ያሰበረገጉ አባት እና ልጀ ፋኖዎች #እሸቴ_ሞገስ እና #ይታገሱ_ሸቴ,1,amh
nep_1299484fbf71e8931386282b3353ab9a,छायाँ सेन्टर जस्ता जाेगाउने प्रपञ्च हाे याे कति ठुलाे बिटाे मिल्याे सचिव ज्यू ?,0,nep
arb_111602157f1085c4434554cc2bc29bde,"اصلا لو كان عنده ذرة رجولة مكنش قعد يحكي حوارات حصلت بينه وبين مراته حتى لو كانوا مشاهير
قاعد زي الحريم يتكلم عن عرضه
رجالة اخر زمن
نرجسي خبيث جدا
ومحضر شهود كمان",1,arb
arb_0c0b2d4345d62b728b40c523db30c979,هاي ليس فنانة  وناماء  حوانيه,0,arb
arb_d096a32ac875662d5610dfad2f8c0ad6,اخلام لاتستطيع المشاركه لانهم كتبو لافته على الباب ممنوع دخول القرود,1,arb
spa_3aebf9c2fb85d87b17cc7bdd511eeb1e,la corrupcion hablando de corrupcion!,1,spa
zho_24f2f45d2408a96bccfe56046cfaa494,你说的产自云南的好像没几个是云南的，广告打的不好，差评,0,zho
fas_812456bc5c4589a41f2cd85fb969af41,من فک کردم ازن توئیتو راجبه غزه زدی که از مناطق مسکونی برای حمله استفاده می کنه,1,fas
spa_9afe73cda1a05080e4bb38b2100283b6,"loca era homosexual,por dios. que mania de trans-tocarlo todo, cono ya.",1,spa
spa_9766fce0406da988673485f65bc31737,"hazlo maricon, deja lo maricon",1,spa
tur_a14f2f3e3547ad4946549d24173f8e8a,"Türkiye, dünyada pandemi sürecinde halkına en az yardım eden ülke ve halkına IBAN gönderen 5 ülkeden birisi olmuş! Yardımların %89'unu patronlara yaparken, sadece %11'ini fakir halka yapmışlar! Birisi bunlar için, ""kimsesizlerin kimsesi, halkın adamı"" falan mı demişti..?",1,tur
urd_d9318f16835de6aa123a0bc731f849f3,سب ایک بن کر سوچیں۔۔کسی تعصب کے لسانیت کے اور فرقے کے کو بیچ میں لاۓ بغیر مسلمان بن کر اور پاکستانی بن کر #بدلیں_خود_کو,0,urd
nep_ea09eb7db9538c39cc545e29c33e71fc,राजा आउ देश बचाउ प्रचन्ड् चोर डाँ का लाई यो देश बाटा भगाऊ ।,1,nep
ita_c1908c13e5f0c16c3a1b94ab3a38ee2f,@USER @USER  ma e colpa del pd fa passare cani e porci. i terroristi passano tutti per l'italia. la… @URL,1,ita
deu_d96db779da8337ea6aee1a6d46314033,"Irgendwie ist Putin nicht der Typ für normale Verhältnisse, so als Massenmörder, Kriegstreiber, Plünderer und Vergewaltiger.
Du stehst auf Mord und Vergewaltigung?
Melde dich doch als Kanonenfutter!",1,deu
arb_b1586d4f32a00793d2a268ca7b09923c,بلغ اليوم 23 عاما.. هل حدّد أكليوش خياره الدولي؟,0,arb
amh_77098b8049a78cccd80dfebc2fa9c75b,የዘለዓለማዊ ክብርና ሞገስ ሥለኔ ሥለቤተሰቦቼና ሥለ ሀገሬ አንድነት ሲሉ በከሀዲው የትህነግ ቡድን በእረፍት ላይ ሳሉ ለተረሸኑ የሰሜን እዝ የመከላከያ ሰራዊት ይሁን::,1,amh
eng_1bf4b4ddc1cd5ff2fbb12679d520f1cd,Has CNN blamed the Ukraine invasion on Trump yet?,1,eng
eng_fb566219a7730cd9eedac1694297cacd,"At 1030pm, Eastern time, I could no longer scroll TikTok. Time to go scroll on RedNote like the naughty little socialist I am.",0,eng
eng_dce59282e791df3290dbc117388ecaf3,Republicans celebrate night of big winsThe Long Island Advance,0,eng
fas_8a10046e6810d85882bf487986266a1e,گزينه ى دوم گشت ارشاد،گزينه ى اول باعث آرامش هست🐶,1,fas
arb_e75de28e16d9cd2836bdfd433333fcfb,انتشار رهيب لمرض السيدا فالمغرب 🇲🇦في ظل اعتماد النظام المغربي على اقتصاد السياحة الجنسية الدولية,1,arb
deu_4b70ef461d3b08dc48622733381de054,Faschistische Partei faschist einfach.,1,deu
hin_23ab7ba8e55839689c2c62f2b7d38244,जो देशद्रोही है वही तिरंगा विरोधी है..!!  जो भ्रष्ट है उन्हें ही मोदी और ED से कष्ट है..!!!,1,hin
hin_526200d0c974f05537657826252adc8e,इस देशद्रोही चेनल पर सरकार की चुप्पी क्या बता रही है,1,hin
fas_a2a57120f8501293de045131ea7b3b8b,اتفاقاً این کارها رو میکنند بگن از رانت/نفت نیست,1,fas
hin_60344ba29f20120c867da79c08f36833,#ZeeNews Deshhit: धर्मांतरण के खिलाफ योगी के बुलडोजर की शपथ। Yogi Adityanath। Zee News। Changur Conversion Deshhit: धर्मांतरण के खिलाफ योगी के बुलडोजर की शपथ। Yogi Adityanath। Zee News। Changur Conversion उत्तर प्रदेश में सीएम योगी ने अवैध धर्मांतरण को अंजाम देने वाले गैंग के खिलाफ जंग छेड़ रखी…,1,hin
fas_e6917b74b151b050f6b2e319a1929762,وای عالی بود، تازه مهاجرهای کانادا گفتند کشورشون همینجوری رو به افول رفت و اینا هم مجبور شدند مهاجرت کنند.,0,fas
nep_6daf0e506ddc338cb16472f619ec936f,"शहरको मुख्य उद्योग क्षेत्रमा कामी समुदायका केही सदस्यहरूले परम्परागत पेशागत कार्यक्रम सञ्चालन गरे। मेरो दृष्टिकोण अनुसार, यस्ता गतिविधिले कामीहरूको पुरानो मानसिकतालाई मात्र बलियो बनाएको छ र उनीहरूलाई आधुनिक विकासबाट रोक्छ।",1,nep
hin_7e37cd0820fdeb4dcd4682dc12f170b0,बहन तू दुर्गा बन काली बन या फिर झांसी की रानी बन पर कभी लव जिहाद की शिकार मत बन #SaveDemocracyFromJihadists,1,hin
urd_a38c1f06d8dafc67178fd66540b7d649,ہڑتالوں سے ڈر کر پیچھے ہٹنے کا مطلب ملک سے غداری ہوگی، وزیراعظم تفصيلات جانئے: @USER #GeoNews  @USER,1,urd
amh_9600e6d6b792e19f82e95baf06fcf325,አንሄድም አንሄድም ልሂድስ ብትል ምን መሄጃ አለህና ነው አንሄድም የምትለው? ዱቄት!,1,amh
ita_4607767f5654ead99d237973cb1009cc,"@URL questo è ciò che corano le tue ""RISORSE "" di merda oltre a uno stile di vita che ci stimola solo la PIPI'💣💥",1,ita
tur_80d4019a2319ddbafe71d51115e324b2,@USER Öyle bilmediğiniz tanımadığınız insanları takip etmeyin herkes hoş karşılamaz hayırdır sen kimsin de takip ediyorsun beni Twitter da bana uzak olun ülkeyi bölüp yiyen batıranlarla benim işim olmaz,1,tur
tur_7c832bce2233670bb0a800c89f808cc1,@USER O adamdan vekil değil adam bile çıkmaz,0,tur
arb_eeba25ba7aef3ca4f24082f88d853038,لماذا نحن لا نقوم برد الصاع صاعين دائماً خسرنانين مره وحده نكون من الرابحين ولا راضيه تضبط بحاجه لا صناعه ولا تجاره ولا بندوره ولا خيار,0,arb
zho_c38a2d7cfc70ba63f57a0691735bad25,安徽皖西人路过，读起来应该叫“汤骑”，有点扶占的意思。,0,zho
zho_bfeef0ad0ea9f4af8fb55388ad3976ab,nba里，黑人歧视白人，白人歧视黄人，穷人歧视有钱人,1,zho
hau_08463a18b4191f3b97619fef9f8a9ff5,we create vibes 🎶 we vibe on vibe💯 #ymb🔥 #guntu🎶 #weprayforgrace🙏 ##url ##url,0,hau
spa_54f86c18ddcd089ea612d8ae0646eeb3,me suena a islam eso,0,spa
eng_a2462099fdf64cf5139fee65e4f1571b,Public school kids in blue states are still in masks,0,eng
fas_fc0c25a0172a88067b385efc48fdfde6,و راستش بیشتر نگران زندانیان زیر حکم اعدام می‌کنه آدم رو که برای انتقام هم شده بدو همه رو..‌ 😖,1,fas
ita_721cb042ecc35d3aeb1c3ff6fd39d887,chiunque abbia tradotto Tales of the City merita una bottigliata in testa anche solo per aver tradotto 'queen' con 'frocia',0,ita
ita_9229c4b41bb24eef40d74f9752cea9d4,Europa sotto attacco islamico ma in Italia nasce la «costituente islamica»: Facciamo una… @URL,0,ita
tur_e7b03a230ac853411909e53101cf2948,Seri AKP oy üretimi! Sonra bunun adı seçim mi oluyor? Bütün bu deliller milli ve uluslararası mahkemelere götürülüp hükümet illegal ilân edilip seçimler ülke sathında tüm muhalefet tarafından protesto edilmeliydi! Bir gurup maksatlı insan tarafından tuzak kurulmuş ülkeye besbelli,0,tur
amh_c5e5486f8546c320673614c7d09782bc,@USER ወይ ጌታ ሰይጣን እባክህ በአማልክት ደም ውስጥ ተባርክ ፡፡ ወይ ድማ ማሪ ፣ ደማ ማሪ ፣ ደማ ማሪ።,1,amh
nep_c449974058ea28a14b89c3abcc153380,"महिलाहरूले मात्र घरेलू काम गर्नुपर्छ, बाहिरको काम त पुरुषको हुन्छ।",1,nep
deu_f54607788caba48e017b00dafdc20745,Alternativer Titel: Grünende entscheiden sich für Ideologie statt Kompetenz,1,deu
hau_93d08243a5b0f7bba7ba951c9eaeb279,"sincerely speaking, the almajiri system in nigeria has anathematized, likewise the hausa film industry when compared to our religion and cultures. a poor man that gave birth to multiple child he can't take care of, is same with as wealthy man that gave birth to a single child he",0,hau
amh_455d4d43989fe9d750b9e93781f05090,@USER @USER ታንክ ዩ (አፈሙዙን ወደ ጁንታው ዘራፊ አዙሬ) የጀማሪ ነገር ሆኖብኝ.ወድያው ደሞ የእናት ሀገር ጥሪ መጣ።,1,amh
ita_838e2416f7b5e2e1589863b15bd766f7,"@USER @USER @USER @USER @USER In molti paesi islamici l’ignoranza e l’arretratezza restano un problema. Il sistema politico islamico poi non promuove affatto il progresso. L’islam non è compatibile con la democrazia e molti diritti umani, per chiari principi religiosi.",1,ita
spa_088dcaedc8924ac74a0f9a32c6cdfe3e,"como viene la mano, mas bien deberia jurar proteger al islam.",0,spa
arb_b7e6c5f7513c805e2f27cd9400a350fa,هو لازم هل زبالة تنلم لكن قالة كلمة صحيخة ليش ما ينقبض على هيفاء وهبي وغيرها ؟،؟؟؟؟؟؟ولا لانهم ماسونياات,1,arb
urd_ad537c42eb787282ea4729d7894df833,غریب عوام کے حقوق کی بحالی کی جنگ کرپٹ حکمران کبھی نہیں لڑیں گے، عوام کو خود اپنا حق لینے کیلئے اٹھنا ہوگا۔ #Pakistan #VisionOfDrQadri,1,urd
ita_3c7cd01adc0d3301ebd17ead1b558d7d,Imam islamico shock: “Fare gli auguri è un grave peccato. Peggio... @URL,1,ita
hau_c14d82a33e10e971ecc67ab87cc8e074,See this illiterate almajiri scumbag trying to compare to your fanatical Islamic animals.,0,hau
hau_f881ad97bce2c83042475b322445faf6,fada🙌🙌 starboy.. our very own messi🔥🔥🔥 wanda yace bey sanka bah ah engineering dan daudu neh aradu. ##url,0,hau
arb_eb19e8baf63691c4495769f91cd8337c, خسئت ايها المرتد  الوقح  السيد حسن في وضعية. ( قدم سلاحك). للوطن الحبيب  وليس سلم سلاحك،,0,arb
zho_e1e69029b5efc4b384d4324f9e5d4bd9,对非正常的女性毫不同情，毫不留情，毫不共情，从日常做起。,1,zho
tur_0d73641b768df33da560b17b19697214,"darbeye kalkışıyorsun, helikopter ile yunanistan'a kaçmak ne ulan? şerefinle öl, arkandan adammış desinler...",0,tur
urd_9ac0a161fae1f984d3ff678430ea5430,یہ پہلا فقیر اعظم ہے جو ہاتھ پھیلا کر بہیک سمیٹ کر قوم لوط کو خوشخبری دے رہا ہے۔,1,urd
arb_0c3564f60940543b1b4dbdab4561c1ad,"انا من موريتانيا اي ابعد دولة عربية من الخليج
كانت بطولة كأس الخليج من اهم البطولات عندي خاصةً بصوت فارس عوض
لا أنسى ابدا كأس الخليج 2007 وتألق اسماعيل مطر",0,arb
tur_13b403fa91b1c1eb81e58b9dedf89a6a,Ülke ve Dünya Ölçeğinde Başarıları Olan Kadıköy Belediye Başkan Adayımızı Açıklıyoruz!,0,tur
amh_20422bc096548ad310dbefe6948e1895,ስትገርፈኝ ጠላት አድርገኸኝ ፣ ስገርፍህ ወንድሜ ነህ አልከኝ?? ህዝብ ከህዝብ መቼ ተጣላና? ጥላችን ካንተ ጋር ነው!!,1,amh
hin_8fdd9cfd8af4b723421d26ed14a3dfef,#ZeeNews Breaking News: संत की इस डिमांड से मुसलमानों में मचा हड़कंप! | CM Pushkar Singh Dhami Breaking News: संत की इस डिमांड से मुसलमानों में मचा हड़कंप! | CM Pushkar Singh Dhami #breakingnews #cmpushkarsinghdhami #haridwar हरिद्वार की पवित्रता बनाए रखने के संत समाज एकजुट है. उन्होंने सीएम…,1,hin
eng_5fd937578fe2f6d274f6ac5e77612620,i agree with this chinese propaganda,1,eng
amh_1714fb20d4d85158811b6168b7b56e64,@USER ይቺ ሬሳ አለች እንዴ,1,amh
urd_3154e773129482cbcadd59c0ed4f1fee,"لبرلز اور سیکولرز کے بھی تو خدا ہوتے ہیں ۔ دیوی ""وینا ملک"" ""ملالہ"" ۔۔۔۔۔ دیوتا ""رضارومی "" ""ہود بھائی"" ۔ #ShameOnDesiLiberals",1,urd
spa_46ce9cba693bdd5359fe479154338c98,"nadie
absolutanente nadie
yo leyendo el tweet: simplemente judio?",0,spa
arb_10f9a6fb8faf11b6ace150821009d5f9,بعض القصص تبدأ بعد النهاية.. مشاهير عاشوا حياة بائسة ولم يروا ثمرة نجاحهم، لكن ثرواتهم تعاظمت بعد رحيلهم #العلم #شخصيات,0,arb
amh_f85d7168ac5736b1ce8fda64d6cbd53e,@USER የ ወደቀው የ ጁንታው ሞራል እንጂ የ ጦር ጄት አይደለም ሸቀጦች,1,amh
zho_78702f744852101d8a9c331cce2a2077,放进罗非鱼行不行，那个鱼起码好吃，也是很凶残的鱼。应该能消灭清道夫吧。,0,zho
hin_9801004b2f81a693a1cd92b569622ddc,बैसाखी हिंदुत्व की और हाथ ---- कभी इन हाथों से भगवान को एक फूल भी अर्पित कर दिया करिये ।,1,hin
zho_7e37b404c2c55cf5a8b3b96d17fa552a,果然你长得好看怎么穿都好看 你长得那种风格天啊仙女吧,0,zho
urd_e350c7a09a11b81f59dc2feb3dd59f78,پشاور: خواجہ سرا علیشا کو چند روز قبل فائرنگ کا نشانہ بنایا گیا تھا ، پولیس,0,urd
arb_cedbcb9a9b86a4a67110f3b5379ea367,انبح كلب الملاحدة يمشي معكم السيف,1,arb
ita_f6da6e72ce9837dbde81d0498ba9f7a1,"Ai rom casette con veranda, giardino e posto auto a Rimini, anche la Meloni all'attacco delle microaree per... @URL",1,ita
amh_67f718c69f97c068f198ff1d38f599c0,@USER @USER ያው ተጀምሮአል፡፡ ግን ህዝቡ ከአሸባሪዎቹ ጋር መሆኑን በጊዜ አወቀ፡፡,1,amh
ita_54495e8f0f0b01fb3ed1aa7b7fa33475,sogno un nuovo allenatore e un dirigente che piglia a calci in culo in ordine sparso danilo desciglio bonucci sandro rugani e compagnia cantante..... con un bel fnk alla capra in panchina,0,ita
ita_e039bdd3a29dbea629c54a47e2fdcec8,"#immigrati #crimini Milano, boom borseggi: turista circondato da 10 rom incinte: “Boom” di… @URL",0,ita
hin_10ddbc111340ea12275e001de626f53f,#ZeeNews DNA: भारत पर दबाव..USA को झटका..डोवल बढ़ाने वाले हैं ट्रंप की टेंशन! F-35| Tarrif War | Doval DNA: भारत पर दबाव..USA को झटका..डोवल बढ़ाने वाले हैं ट्रंप की टेंशन! F-35| Tarrif War | Doval #dna #trump #f35 भारत पर दबाव बढ़ाने के पीछे ट्रंप का एक ही मकसद है..भारत को F-35 बेचना..6 महीने में…,1,hin
nep_c0d5b695173db0a363ec6ad1566813b5,आत्मसात गर्नु पर्ने हुन्छ र यदि कतै मतांतर छ भने निष्पक्ष जनमत संग्रह बाट फैसला गर्नु पर्ने हुन्छ।तर गाँडतंत्रे नालायक हरू ले देशबेचुवा पारा मा जनता लाइ बेबास्ता गरे र धर्म नैँ बेची हाले।यि पापी बाणासुर का संतान हरू ले इजरायल को आतंकी हमला मा नेपाली नागरिक मारिए पनि आतंकी,1,nep
hau_b7e9ea0c9effdd102208fff560942928,"@USER kut, the 2nd frame wlh na zaci maqabartu arna ne",0,hau
fas_1575cd2bd50789c4d757a8cab2483b8d,ترامپ تهش بود، قدرت و ثروت با همدیگه.,1,fas
eng_4b3f01d89cbb95e28d782e5b0f3a7be1,"More likely states 51 through 58, so 1316 new Democratic Senators, and a titanic shift in the electoral college and House tilting left. If you add it as one state its California north for the House and Electoral College with only 2 new Democratic Senators",0,eng
deu_f8101c069432b0a76c25b548bf62df3b,Klima 2 - The next Generation,0,deu
amh_64bf3e320e2742e5931e8f8c4b3b8a18,ሰበር የላሊበላ ህዝብ ባቀረበዉ ጥያቄ መሰረት TDF ላሊበላ ገብቷል! ህዝቡም አብሮት በፍቅር ለወራት ስለኖረ በሰላም ተቀብሎታል!,0,amh
eng_1a1c1823353834bebd4717475c1320a9,"Local Dem, GOP leaders condemn political",0,eng
spa_65a7c73d6f545cb6c39f3d5c04d16229,el islam se abre camino,0,spa
fas_d5fdd56f54e199521f4960c44e5287b8,در زمینه سیاست و تعامل روسای جمهور آمریکا با مسائل دنیای امروز، شخصا بایدن را خطرناکتر از ترامپ میدانم.   دموکرات‌ها با پنبه سر میبُرن!,1,fas
ita_02157cfda162ddacd918ab7de03979ec,@USER @USER Pago 400-450 a bimestre rotto in culo,1,ita
tur_c66a275b933d599830aa0f520df63c85,AK Belediyelerimiz koronavirüs vakasının ülkemizde görüldüğü 11 Mart’tan itibaren yaklaşık üç buçuk aylık süreçte 81 ilde Valilikler öncülüğünde kurulan Pandemi Kurulları ve Vefa Sosyal Destek Grupları ile koordineli bir şekilde çalışmalarını aralıksız sürdürüyor...,0,tur
zho_a27cb3a207ecdbd9a9e1e2ebdcf6e0eb,咱们对日本不也黑也仇视嘛，两人打架打的老死不相往来了，还能说对方好咋滴,1,zho
amh_ea6e8d3870900b18750476b9051bcd0a,@USER እርገጠኛ ነኝ መቸም ቢሆን ተላላኪ ነኝ አይልም።አንተ ግን እሱ ባይልም ትሞታለህ።,1,amh
eng_f1f646615b50475ed3e6059edc2662ad,"Thank you President Biden!! Border security is working, fentanyl intercepted!",0,eng
spa_88ec466d4515af7c8f4b0624e11cdbdd,en el analisis feminista interseccional encontramos muchas respuestas.,0,spa
zho_2d74d01aae7eeaf8139ba22a747304b8,就是没办法，现代社会就是欧洲塑造的，什么东亚、黄种人等概念的原始坐标就是欧洲。,1,zho
fas_64a7f8ee71a52226ef3c8a92a5ef5354,برای چی بلوچ اعدام میکنن؟به چه جرمی؟,1,fas
deu_d9e1f7a9634a7f32dbc84b2f73ab66ae,Könnte Corona sein… shit! Ausgerechnet heute…,0,deu
ita_633c42cd1f706a1afdc0570161e24bf3,@USER Se ti senti presa x il culo xché nn MOLLI il colpo e vai da altre parti...in sostanza levati dai COGLIONI HAI ROTTO le 🥎⚾️🥎⚾️🥎⚾️,0,ita
spa_2935e2a46a699a1e35eddbd368299b63,benito el clarinetista judio?,0,spa
ita_92fd2df37ce593df93f3f50955307651,@USER @USER   No tutti Filo- immigrati-poverini- accogliamoli. Che si Fottano! Loro e i loro degni compari extralegali!,1,ita
zho_1a161c161b2178d4d4bc29249c144037,是香港股票账户吗，不用去券商开户吗，是去银行开户？,0,zho
hau_2a5417897a9ebdeaeeeb4e7ac61b66b5,arna su crespo 😂😂👊 ##url,0,hau
spa_7af9fdac14c9ba421ff0913c2dc59f71,odiara el islam pero bien que grita allahu akbar cuando le detienen como se ve en el video. que sin sentido.,0,spa
ita_245f4859becce90c4deea74819eb23d4,"@USER Ma perché non ve ne andate tutti a casa . Voi avete rotto i coglioni , e incapaci noi di mandarvi a quel paese . Volete la guerra VI VOGLIO TUTTI IN PRIMA FILA INCOMINCIANDO DA MATTARELLA DRAGHI E QUEI LECCA CULO CHE VENGONO DOPO .",0,ita
hau_ad693dd2084d5c877e3ef8c22d6223f3,7. safiya : shin matar annabi nuhu musulmace ko kafira?,0,hau
spa_ad70cb16ef9ca704ed4e0eff2e96c245,lo mismo que a un terrorista del islam. no veo la diferencia.,1,spa
spa_dbc96acaf4cd4bd18ddb39ae6f567618,"como encontras a un judio en la estacion?
es el que llora antes de subir al tren",1,spa
amh_10967461ecd168a9ee48baa50bdce60b,የምስራቅ አማራ ፋኖ እና የራያ ቆቦ ህዝባዊ ሰራዊት ፋኖ ጥምር ጦር በኃይማኖት አባቶች ተባርኮ ወደ ጦር ግንባር አምርቷል። ቴሌግራም : -,0,amh
nep_27ed0ccfe29870bb0a79bfffe44d11da,निकट भविष्यमै यसको सर्वमान्य अवसानको उपाय खोज्न सकिएन भने यसले विकराल रूप लिने पक्का छ।,0,nep
hau_38719ac7544d7e25949bd81d8f235786,"Wannan ai haukane kace kanoce mutun sauran kuma duk kare ne. Akwai wanda yakamata acema kare kamar kano ma dan daga mutaninta har garin haka suke behaving kamar karnuka, kuma ko kaso ko karkaso sokoto taci uban kano tace mata kare",1,hau
eng_dfc12f015c0f8c51a93196fa60dfb793,Ill watch MSNBC if Elon buys it. Pretty much the only way. Lol.,0,eng
urd_596112a05d04499a72c5e331d891aaaa,عابد باکسر کسی زمانے میں شوبازشریف کا راؤ انوار تھا #NawazGoneShowbazNext,1,urd
ita_6d21902bc7151e639ef4d20936d84541,"Chi sono gli stupratori in Italia? Ecco i numeri che i paladini dell'accoglienza non vi faranno mai vedere. Fermiamo questa deriva: #castrazionechimica per gli stupratori di qualsiasi nazionalità e rimpatrio per immigrati che commettono reati in Italia.
Il 26 maggio #VotaItaliano @URL",0,ita
hau_2535614233f1b612f2fde626b8a289a9,"@USER that, the buhari that showed northerners shege, is he from ogbomoso?",0,hau
ita_ac49b1a8c25ae6b2af3333ef2a04b9cd,"Rete4, ALESSANDRO MORELLI: campo rom pieno di bimbi assediati dai topi.  Tre cose da fare: 1: togliere i bambini... @URL",0,ita
